sentence_1,sentence_2,label
"ලංකාවෙහි නොඉඳුල් කඳුකර වැසි වනාන්තරය, පිවිසු‌ම් අපහසුතාව හේතුවෙන් වාණිජකරණයට ලක් වී‍මෙන් ආරක්ෂා විය. මෙය ‍ජෛවගෝල රක්ෂිතයක් ‌‍ලෙස ද, ‍ලෝක උරුමයක් ‍ලෙස ද නම්‍‍‍ කොට තිබීම ඒ සඳහා තවත් හේතුවක් විය. ‌","ලංකාවෙහි නොඉඳුල් කඳුකර වැසි වනාන්තරය, පිවිසු‌ම් අපහසුතාව හේතුවෙන් වාණිජකරණයට ලක් වී‍මෙන් ආරක්ෂා විය. මෙය ‍ජෛවගෝල",0.55
"සිත්ගන්නා කරුණක් වන්නේ, ඔලිම්පික් තරඟවල කවපෙත්ත විසිකිරීමේ ලෝක වාර්තාවක් තබා නොතිබීමයි.",මෙම ලිපියෙහි අන්තර්ගත වන්නේ දස ප්‍රයාම ඉසව්ව ලෙස හැඳින්වෙන ක්‍රීඩා තරඟය පිළිබඳවයි. මෙම ඉසව්ව හැඳින්වීමට භාවිතා කෙරෙන ඉංග්‍රීසි පදය වූ ‍Decathlon යන නමින්ම හැඳින්වෙන ක්‍රීඩා උපකරණ අලෙවිසැල් සමූහය පිළිබඳ තොරතුරු Decathlon Group නම් ලිපියෙහි අන්තර්ගත වන අතර එම නමින්ම හැඳින්වෙන ගුවන් යානාව පිළිබඳ තොරතුරු American Champion Decathlon නම් ලිපියෙහි අන්තර්ගත වේ. මෙම නමින්ම යුතු ඇමරිකානු අධ්‍යාපන තරඟාවලිය පිළිබඳ තොරතුරු Academic Decathlon නම් ලිපියෙහි අන්තර්ගත වේ.,0.7
මනෝ විද්‍යාවට විශේෂ වූ ඉතා පැරණි අධ්‍යන ක්‍රමයකි. තම සිත ක්‍රියා කරන ආකාරය දෙසට හොදින් අවධානය යොමු කොට ඒ ගැන වාර්ථා කිරීම මෙහිදී සිදුවේ. තමා විසින් ම තොරතුරු වාර්තා කරවන්නා නිසා පුද්ගල බද්ධ වීම බලපාන බව මේ ක්‍රමයට එල්ල වූ ප්‍රධාන චෝදනාවකි. අනෙක් අඩුපාඩුව වන්නේ විද්‍යානුකූල වලංගුතාවයෙන් තොර වීමයි.මෙය බුදු දහම සක්කාය දිඨ්ඨි යනුවෙන් විවරනය කර ඇත.,1.අභ්‍යන්තර පරිසරයඅඅභ්‍යන්තර පරිසරය යනු මවු කුසයි. මේ අනුව පුද්ගල සංවර්ධනයට මවුකුස ඉතා වැදගත් ය.,0.56
"මෙම සියළු, අමතර සංකීර්ණතා අදාල වන්නේ පෞරාණික, එනම් සාපේක්ෂතාවාදී නොවන ඩොප්ලර් ආචරණයට වේ. නමුත් මෙම සියළු ප්‍රතිඵලසාපේක්ෂතාවාදී ඩොප්ලර් ආචරණයසඳහා ද වලංගු වේ.","මෙම සියළු, අමතර සංකීර්ණතා අදාල වන්නේ පෞරාණික, එනම් සාපේක්ෂතාවාදී නොවන ඩොප්ලර් ආචරණයට වේ. නමුත් මෙම සියළු ප්‍රතිඵලසාපේක්ෂතාවාදී ඩොප්ලර් ආචරණයසඳහා ද වලංගු වේ.",1.0
ගැටලුවකට මුහුණ දුන් කෙනෙකුට එය නිරාකරණය කර ගැනිමට නොහැකි විම තුල බොහෝ අපහසුතාවයන් ට මුහුණ දීමට සිදුවන බව නොරහසකි. ගැටලු නොවිසදි තිබිම මානසික අසහනයට හේතු වේ. එහි ප්රදතිඵලයක් ලෙස සමහර විට එය ජිවිතයට හානි වන අන්දමින් කෙළවර වන අවස්ථා ද අප දැක ඇත. එම නිසා ගැටලු නිරාකරණය සදහා ඇති ක්රනම වේදය ද ගැටලු විසදීමේ දි විකල්පයන් පිළිබද සිතීමේ වැදගත් කම ද මෙහි දි වැදගත් වෙයි.,ජවන හා පිටිය මලල ක්‍රීඩා වලට අයත් වන තරඟ ඉසව් හතකින් මෙය සමන්විත වේ. මෙම නම සෑදී ඇත්තේ හත යන අරුත දෙන ‘හෙප්ටා’ සහ තරඟය යන අරුත දෙන ‘ඇන්ලොන්’ නම් වන ග්‍රීක වචන දෙකෙහි එකතුවෙනි. මෙම තරඟයට සහභාගී වන ක්‍රීඩකයා -හෙප්ටතලීට් ලෙස හඳුන්වයි.,0.0
ක්‍රීඩාව නිරෝගී දිවියකට මෙන්ම මානසික සහනයටද වැදගත් වේ,කය වෙහෙසා ක්‍රීඩා කිරීම ශාරීරික සෞඛ්‍යයට මෙන්ම මනසටද හිතකර වේ,0.8
"ශ්‍රි ලංකාවේ දිගම ගඟයි. මධ්‍යම කදුකරයේ මහඑළිතැන්නෙන් ආරම්භ වී ත්‍රිකුණාමලයේ කොඩ්ඩියාර් බොක්කෙන් මුහුද ට එක්වන මහවැලි ගඟ කිලෝමීටර 335 ක දිගින් යුක්තයි.වාර්ෂිකව මහවැලි ගගෙන් මුහුදට ඇදී යන ජලස්කන්ධය අක්කර අඩි 640000ක් පමණ වෙතැයි මතයක් පවතී.මහවැලි ගඟ ගිරිතලේ පරාක්‍රම, සමුද්ර ය හා සොරබොර හා කන්තලේ අග්බෝ වැව ආදි පැරණි වැව් කිහිපයක් පෝෂණය කරනු ලබයි.පැරණි පොත්වල මහවැලි ගඟ හදුන්වන ලද්දේ මහා වාලුකා නදිය සහ මහා ගංඟා යන නමිනි.","ශ්‍රි ලංකාවේ දිගම ගඟයි. මධ්‍යම කදුකරයේ මහඑළිතැන්නෙන් ආරම්භ වී ත්‍රිකුණාමලයේ කොඩ්ඩියාර් බොක්කෙන් මුහුද ට එක්වන මහවැලි ගඟ කිලෝමීටර 335 ක දිගින් යුක්තයි.වාර්ෂිකව මහවැලි ගගෙන් මුහුදට ඇදී යන ජලස්කන්ධය අක්කර අඩි 640000ක් පමණ වෙතැයි මතයක් පවතී.මහවැලි ගඟ ගිරිතලේ පරාක්‍රම, සමුද්ර ය හා සොරබොර හා කන්තලේ අග්බෝ වැව ආදි පැරණි වැව් කිහිපයක් පෝෂණය කරනු ලබයි.පැරණි පොත්වල මහවැලි ගඟ හදුන්වන ලද්දේ මහා වාලුකා නදිය සහ මහා ගංඟා යන නමිනි.",0.6
රත්නපුර මිහිඳු විද්‍යාලයරත්නපුර දිස්ත්‍රික්කයේ පිහිටිශ්‍රී ලංකා අධ්‍යාපන අමාත්‍යංශයයටතේ පරිපාලනය වන රජයේ පාසලකි.,"1921 දී කොළඹ යුනිවර්සිටි කොලීජිය (University College Colombo) නමින් ලන්ඩන් විශ්වවිද්‍යාලයේ අනුබද්ධ ආයතනයක් ලෙස කොළඹ විශ්වවිද්‍යාලය ආරම්භ විය. උපාධි පිරිනැමීම 1923 සිට සිදු කරන ලද අතර මෙම විශ්වවිද්‍යාලයේ මූලය 1870 බිහිවූ කොළඹ වෛද්‍ය විද්‍යාලය දක්වා දිව යයි.කොළඹ විශ්වවිද්‍යාලය විද්‍යා, නීති, ආර්ථික විද්‍යා, ව්‍යාපාර, සාහිත්‍යය සහ දේශපාලන යන ක්ෂේතයන්හි කැපී පෙනෙන සේවාවන් ඉ‍ටු කළ ආදි විද්‍යාර්ථීන් ‍රැසක් ලොවට දායාද කර තිබේ.",0.22
ජෛන කුලකවාදය ප්‍රධාන අනන්ත සංඛ්‍යා කාණ්ඩ යුලයක් වෙන්කර දක්වයි. මෙම වෙන්කර දැක්වීම සඳහා සාරාර්ථවාදී සහ භෞතිකවාදී යන අදහස් දෙවර්ගයම පදනම් කරගෙන ඇත. ඒ යටතේ “අසම්කෙත” (ගණ්‍ය නොවූ) සම “අනන්ත” (කෙළවරක් නොමැති) යන කාණ්ඩ යුගල පවතී. මෙය නිදහස් හා දෘඩ සපර්යන්ත අනන්තයන් වෙන්කර දැක්වීමකි.,"වර්තමානයේ, 2 හි අනුපුරක ක්‍රමය සෑම තැනම පවතී. ඊට හේතු වනුයේ ඒ සඳහා එකතු කිරීමට ද අඩු කිරීමටද කියා නිර්ණය කිරීමට දෙනු ලබන කර්තව්‍යයන්ගේ සංකේත පරීක්ෂා කිරීමට, එකතු කිරීම හා අඩු කිරීම) සම්පුර්ණ කිරීම සරල කරන අතර උසස් ගුණාත්මක අංක ගණිතය පහසුවෙන් හැසිරවීමේ හැකියාවන් ඇති කරයි. තවද එකෙහි අනුපුරක ක්‍රමයේ අඩංගු වන සෘණාත්මක ශුන්‍යය සමග සංඝටිත, ඉතා සියුම් වෙනස මග හරිමින් , 0 ට එක් නිරූපණයක් පමණක් පවතී.",0.66
ඕස්ට්‍රේලියාව හා ශ්‍රී ලංකාව සමඟ පැවති අවසන් මහා තරග 3 න් 2-0 ක් ලෙස ඕස්ට්‍රේලියාව ජයග්‍රහණය දිනා ගත්තේය. (3 වන තරගය පැවැත්වූයේ නැත.),ඕස්ට්‍රේලියාව හා ශ්‍රී ලංකාව සමඟ පැවති අවසන්,0.49
දිසානායකගේ මන්ත්‍රී ධුරය පාර්ලිමේන්තුවේ පුරප්පාඩු වීම හේතුවෙන් හිටපු මන්ත්‍රීවරයා වෙනුවටකොළඹ දිස්ත්‍රික්මන්ත්‍රීවරයා ලෙසලක්ෂ්මන් නිපුණ ආරච්චිපත් කරන ලදී.,"දිසානායක තම ජනාධිපතිවරයාගේ පෞද්ගලික ලේකම්වරයා ලෙසආනන්ද විජේපාලද ඇතුළත් වූ ඔහුගේ අතුරු කැබිනට් මණ්ඩලයට සාමාජිකයන් පත් කළේ ය. ජනාධිපති ලේකම් ලෙසනන්දික සනත් කුමානායක, මහජන ආරක්‍ෂක අමාත්‍යාංශයේ ලේකම් ලෙසරවී සෙනෙවිරත්න, ආරක්‍ෂක අමාත්‍යාංශයේ ලේකම් ලෙසසම්පත් තුයකොන්ත.2024 සැප්තැම්බර් 24 දින ඔහුශ්‍රී ලංකාවේ අග්‍රාමාත්‍යවරයාලෙසහරිනි අමරසූරියපත් කළේ ය.",0.63
අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,0.0
"ආසවනයයනු නටන හෝ පැසෙන ද්‍රව මිශ්‍රණයක සංඝටකයන්හීවාෂ්පශීලිතාවයන්ගේ වෙනස්කම් මත පදනම්ව ක්‍රියාත්මක වනමිශ්‍රණවෙන් කිරීමේක්‍රමයකි. ආසවනය,ඒකක ක්‍රියාවලියක්, හෝ භෞතික විභේදන ක්‍රියාවලියක් වන අතර,රසායනික ප්‍රතික්‍රියාවක්නොවේ.","ආසවනයයනු නටන හෝ පැසෙන ද්‍රව මිශ්‍රණයක සංඝටකයන්හීවාෂ්පශීලිතාවයන්ගේ වෙනස්කම් මත පදනම්ව ක්‍රියාත්මක වනමිශ්‍රණවෙන් කිරීමේක්‍රමයකි. ආසවනය,ඒකක ක්‍රියාවලියක්, හෝ භෞතික විභේදන ක්‍රියාවලියක් වන අතර,රසායනික ප්‍රතික්‍රියාවක්නොවේ.",1.0
අතීතයේ සිංහල රා‍ජධානි‍යේ බලපැවැත්වූ සිංහල නීතිය වර්තමානයේ බලපැවැත්වන්නේ උඩරට සිංහලයන‍ට පමණක් බැවින් වර්තමානයේ මෙම නීති උඩරට නීතිය නමින් නිතර හැඳින්වේ.,"එක් ක්‍රීඩකයෙකු පහරදීමට පැමිනෙන එක් අවශ්ථාවකදී පන්දු තුනක් බැගින් පිරිනමනු ලබන ඉනිම් දෙකේ හෝ ඉනිම් එකේ එල්ලේ තරග.""'",0.05
කෙසේ වෙතත් ලොව බිහිව ඇති අනෙකුත් ක්‍රිඩාවන් මෙම ක්‍රිඩාවට වසර සිය දහස් ගනනකට පසුව නිර්මානය වී වර්ථමානයේ මුළු ලොව පුරා ජනප්‍රීයව ඇති අතර එල්ලේ ක්‍රීඩාව මන්දගාමීව ගමන් කරනු ලබන බවට කදිම නිදසුන් වන්නේද එයමය.,කෙසේ වෙතත් ලොව බිහිව ඇති අනෙකුත් ක්‍රිඩාවන් මෙම ක්‍රිඩාවට වසර සිය දහස් ගනනකට පසුව නිර්මානය වී,0.54
(4) ඉගෙණුම - ඉගෙණුම යනු අත්දැකීමක් හේතු කොටගෙන චරියාවේ ඇතිවන දිගුකාලීන වූත් ස්ථාවර වූත් වෙනසකි. හැකියාව ඇතිවන්නේ පරිණතිය සමග ය.,ළමා පෞරුෂ වර්ධනය තුළ අත්‍යවශ්‍ය පුද්ගලික හා සමාජ කුසලතා වර්ධනය කිරීමේදී විෂය සමගාමී ක්‍රියාකාරකම්වල වැදගත්කම කුප්පුස්වාමි පෙන්වා දී ඇත.,0.75
බහුලතම RNA වර්ගය යි. සංකීර්ණ වූ අක්‍රමවත් ව්‍යුහයක් අැත. පොලිපෙප්ටයිඩ සෑදීමට ස්ථාන සපයයි.,බහුලතම RNA වර්ගය යි. සංකීර්ණ වූ අක්‍රමවත් ව්‍යුහයක් අැත. පොලිපෙප්ටයිඩ සෑදීමට ස්ථාන සපයයි.,1.0
"හින්දුසමය වනාහි ඒකදේවවාදය, බහුදේවවාදය, සර්වේශ්වරවාදය, ඒකත්වවාදය සහ අදේවවාදය වැනි විශ්වාස අන්තර්ගත සංකීර්ණ පද්ධතියකි. එය ඇතැම්විට බොහෝ දෙවිවරු ඇතැයි යන්න පිළිගනිමින් එක් දෙවිකෙනෙකු ඇදහීමයැයි ද ඇතැම්හු පවසති. කෙසේවෙතත් මෙම සියලූම හැදින්වීම් ඉතා සරල ඒවා බවත් එමගින් හින්දුසමය පිළිබද පැහැදිලි හැදින්වීමක් ඉදිරිපත් කිරීම දුෂ්කර බවත් පෙනේ.","හින්දුසමය වනාහි ඒකදේවවාදය, බහුදේවවාදය, සර්වේශ්වරවාදය, ඒකත්වවාදය සහ අදේවවාදය වැනි විශ්වාස අන්තර්ගත සංකීර්ණ පද්ධතියකි. එය ඇතැම්විට බොහෝ දෙවිවරු ඇතැයි යන්න පිළිගනිමින් එක් දෙවිකෙනෙකු ඇදහීමයැයි ද ඇතැම්හු පවසති. කෙසේවෙතත් මෙම සියලූම හැදින්වීම් ඉතා සරල ඒවා බවත් එමගින් හින්දුසමය පිළිබද පැහැදිලි හැදින්වීමක් ඉදිරිපත් කිරීම දුෂ්කර බවත් පෙනේ.",1.0
=== පිරිසිදු මිරිදිය ජලයේ පමණක් වෙසෙන මත්‍ස්‍ය විශේෂ ===හූඌඋ සිය ජීවිත කාලය පුරාවටම පිරිසිදු මිරිදිය ජලයේ ජීවත් වන මසුන් මෙයට අදාල‍ වේ.,ගණිතයේ මූලික පද්ධතියක් ලෙස භාවිතය හැරුනු විට කුලක වාදය ඒ සඳහාම වෙන් වු ක්‍රියාකාරී පර්යේෂක සමාජයක් සහිත වෙනමම විෂය පථයක් ද වේ.තාත්වික සංඛ්‍යාරේඛාවේ ව්‍යුහයේ පටන් විශාල අනේකත්වයන්හි සංගතතාව පිලිබඳ අධ්‍යයනය දක්වා විශාල පරාසයක විහිදුණු මාතෘකා රාශියක් වර්ථමානයේ කුලක වාදය යටතේ පර්යේෂණයට ලක් කෙරේ.,0.11
"මහාචාර්ය වෛද්‍ය මාර්ෂල් මැරින්කර් වසර 20 කට පෙර disease, illness and sickness අතර වෙනස හඳුනා ගැනීමට උපකාරී වන ක්‍රමයක් යෝජනා කරන ලදී. ඔහු මෙම ""සෞඛ්‍ය ක්‍රම තුන"" පහත පරිදි සංලක්ෂිත කරයි.",කඩොලාන ශාකවල සුවිශේෂී බවට ප්‍රධානම හේතුව ඒවා වැඩෙන පරිසරයයි. සාමාන්‍යයෙන් කඩොලාන ශාක වර්ධනය වන්නේ අන්තර් උදම් කලාපය තුල මෝය හා කලපු ආශ්‍රිතව ය. මෙම ප්‍රදේශය විටින් විට ජලයෙන් වට වීම හේතුවෙන් මෙහි පස ආම්ලික හා මඩ සහිත වේ. ඒ නිසා මෙම පරිසරයේ නොනැසී පැවතීමට සුවිශේෂී අනුවර්තන අත්‍යවශ්‍ය වන අතර එවැනි අනුවර්තන පැවතීම නිසා කඩොලාන පරිසරයේ අයිතිය කඩොලාන ශාකවලට හිමි වී ඇත.,0.24
ධර්මාශෝක විද්‍යාලය ඉතා කීර්තිමත් ක්‍රීඩා කෞශල්‍යයෙන් පිරි ක්‍රීඩකයන් රැසක් බිහිකළ පාසලකි.. (ක්‍රීඩා ක්ෂේත්‍රයේ ආදි සිසුන්බලන්න) අධ්‍යයන කටයුතුවලට මෙන්ම ක්‍රීඩා සඳහාද ධර්මාශෝක විදුහල චිරප්‍රසිද්ධ වන අතර ජාතික හා ජාත්‍යන්තර මට්ටමේ ක්‍රීඩාවේ නියලෙන ක්‍රීඩක ක්‍රීඩිකාවන් රැසක් බිහිකර ඇත. මීට අමතරව පාසල් ශිෂ්‍ය භට කණ්ඩායම සමස්ත ලංකා තරඟ වලදී විශිෂ්ඨ දස්කම් පෙන්වා ඇත. වර්තමානය වන විට පාසලේ ක්‍රියාත්මක වන ක්‍රීඩා පහත පරිදි වේ.,1913 වර්ෂයේ දී ඇරඹි ධර්මාශෝක විද්‍යාලයට 2013 වසරේ දී වසර සියයක් සපිරුණි. සියවස සැමරීම වෙනුවෙන් පාසල් ප්‍රජාව විසින් විවිධ සැමරුම් සංවිධානය කරනු ලැබූහ.,0.77
කර්මාන්ත අකාබනික රසායනය පොහොර නිෂ්පාදනය සඳහා ද යොදා ගනී. අකාබනික සංයෝගවල හැසිරීම,කර්මාන්ත අකාබනික රසායනය පොහොර,0.5
"මේ අනුව සමාජීය වටිනාකමකින් යුක්ත තොරතුරු හා කුසලතා තම උපරිම හැකියා මට්ටමකික් සිසුන්ට ලබා දීමෙහි නිරතව සිටින ගුරුවරයකු අතට පත්වන ප්රියෝජනවත් අතිරේක මෙවලමකි අධ්යාතපන මනෝ විද්යා ව. අධ්යා පන මනෝ විද්යාකවේ සංවර්ධනය කෙරෙහිවිලියම් ජේමිස්, ජෝන් ඩුවි, ඊ.එල්.තෝන් ඩයික්, ජේ.බී.වොට්සන්,ජීන් පියාජේ,සිග්මන් ප්රො.යිඩ්,බී.එ‍ුබෆ්. ස්කිනර්,බී.බ්ලුම්, සී.එල්. හල්, ඊ.පීග ටොරනස්,සී.පී. ඔසුබෙල්,හා වෙනත් බොහෝ අය දායක වී ඇත.",ක්‍රීඩාව යන වචනය ප්‍රංශ භාෂාවෙන් විවේකය යන තේරුම ඇතිව බිහි වන්නකි.වචනය ප්‍රංශ භාෂාවෙන් විවේකය යන තේරුම ඇතිව බිහි වන්නකි.,0.03
අත්‍යුත්තර සංඛ්‍යා කිසි විටෙක පරිමේය නොවන නමුත් සමහරක් අපරිමේය සංඛ්‍යා අත්‍යුත්තර නොවේ. උදාහරණ ලෙස 2හි වර්ගමූලය අපරිමේය වේ නමුත් එයx− 2 = 0 බහුපදයේ විසඳුමයි. එමනිසා එය අත්‍යුත්තර නොව වීජීය වේ.,අත්‍යුත්තර සංඛ්‍යා කිසි විටෙක පරිමේය නොවන නමුත් සමහරක් අපරිමේය සංඛ්‍යා අත්‍යුත්තර නොවේ. උදාහරණ ලෙස 2හි වර්ගමූලය අපරිමේය වේ නමුත් එයx− 2 = 0 බහුපදයේ විසඳුමයි. එමනිසා එය අත්‍යුත්තර නොව වීජීය වේ.,1.0
"1994 ඕස්ට්‍රේලියානු-ආසියානු කුසලානය1994 අප්‍රේල් 13 සිට 22 දක්වාඑක්සත් අරාබි එමීර් රාජ්‍යයේසාජා හි පැවතික්‍රිකට් තරගාවලියකි.ජාතික කණ්ඩායම් හයක් සහභාගී විය:ඕස්ට්‍රේලියාව,ඉන්දියාව,නවසීලන්තය,පාකිස්තානය,ශ්‍රී ලංකාවසහ සත්කාරක එක්සත් අරාබි එමීර් රාජ්‍යය.",2001 දී ඉදිරිපත් කරන ලද17 වැනි ආණ්ඩුක්‍රම ව්‍යවස්ථා සංශෝධනයමඟින් ජනාධිපතිවරයාගේ ඇතැම් බලතල අඩු කරන ලදී.,0.25
දස ප්‍රයාම ඉසව්ව යනු ජවන හා පිටිය මලල ක්‍රීඩා ඉසව් 10ක් එක් කිරීමෙන් නිර්මාණය කෙ‍රුණු මලල ක්‍රීඩා ඉසව්වකි. මෙම ඉසව්ව එක ළඟ දින 2ක් තුළ පැවැත්වෙන අතර තරඟයෙහි දිනුම පැරදුම සියළු ඉසව්වන්හි දක්වන ලද දක්ෂතා ඇසුරෙන් නිර්ණය කෙරේ. එක් එක් තරඟය සඳහා දක්ෂතාවය නිර්ණය කෙරෙනුයේ ලකුණු සංඛ්‍යාවක් මත වේ. මෙම ඉසව්ව පිරිමින් සඳහා විශේෂිත වූවක් වන අතර කාන්තාවන් සඳහා පැවැත්වෙන ඉසව් සත්ප්‍රයාම නම් වේ.,ජවන හා පිටිය මලල ක්‍රීඩා වලට අයත් වන තරඟ ඉසව් හතකින් මෙය සමන්විත වේ. මෙම නම සෑදී ඇත්තේ හත යන අරුත දෙන ‘හෙප්ටා’ සහ තරඟය යන අරුත දෙන ‘ඇන්ලොන්’ නම් වන ග්‍රීක වචන දෙකෙහි එකතුවෙනි. මෙම තරඟයට සහභාගී වන ක්‍රීඩකයා -හෙප්ටතලීට් ලෙස හඳුන්වයි.,0.67
කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,ඛනිජ තෙල් භාවිතය සීමා කිරීම පරිසර දූෂණය අවම කිරීමට හේතු වේ,0.0
ගුණදාස අමරසේකරගේ කරුමක්කාරයෝ (1955) නවකතාව ද ධනවාදය සහ සමාජ විපර්යාස මධ්‍යයේ ගැමි පවුලක් මුහුණදෙන අභියෝග නිරූපණය කළේ පවුල අභ්‍යයන්තරය කෙරෙහි අවධානයක් යොමුකරමිනි.,"සිංහල සාහිත්‍යයේ පළමු කලාත්මක නවකතාව ලෙස සැලකෙන්නේ ද ගම්පෙරළිය යි.ගම්පෙරළියෙන් පසුයථාර්ථවාදීනවකතාව සමග සිංහල සාහිත්‍ය අත්වැල් බැදගත් අතරගුණදාස අමරසේකර,ජී. බී. සේනානයක,සිරි ගුනසිංහ,එදිරිවීර සරච්චන්ද්‍ර,කේ. ජයතිලක,ඇරැව්වල නන්දිමිත්‍ර,ජයසේන ජයකොඩි,එරික් ‍ඉලයප්ආරච්චි,ජයතිලක කම්මැල්ලවීරද මේ මග ම ගමන් කළෝ ය.",0.71
1978 දී සම්මත කෙරුණු නව ව්‍යවස්ථාව විධායකය ජනාධිපති ධූරයක් ඇතිකල අතර ව්‍යවස්ථාදායකය පාර්ලිමේන්තුව ලෙස නම් කෙරිනි.,වර්ෂ 1994 සිට2001දක්වාචන්ද්‍රිකා කුමාරතුංගරජයේ කම්කරු හා ධීවර කටයුතු පිළිබඳ කැබිනට් අමාත්‍යවරයා වූ රාජපක්ෂ එම අවධියේ දී සාගර කටයුතු පිළිබඳවිශ්වවිද්‍යාලයක් ආරම්භ කළ අතර වෙරළ ආරක්ෂණ අංශයක් ද ස්ථාපිත කළේය.,0.19
"""ළදරුවා"" යන්නට ඉංග්‍රීසියෙන් වැහැ‍රෙන ""ඉන්ෆන්ට්"" යන්න බිඳී ඇත්තේ ""බිනීමට නොහැකි"" යන අරුත් දෙන,ඉන්ෆන්ස්යනලතින්වචනයෙනි. නෛතික වැඩිහිටිබවට පහළ වයසැති ඕනෑම දරුවෙකු පිළිබඳ ‍නෛතික පදයක් ලෙසද ""ළදරුවා"" යන පදය භාවිතා වේ.","ඇතැමෙකු විසින් සීතාවක සමය වෙන ම සාහිත්‍ය යුගයක් ලෙස නොසලකා කෝට්ටේ යුගය යටතේ ම සාකච්ඡා කරනු ද දැකිය හැකි ය. සීතාවක රාජධානි සමයේ සාහිත්‍යඅලගියවන්න මුකවෙටිතුමන්කේන්ද්‍ර කරගනිමින් පවතී. ඔහු විසින් රචිතසුභාෂිතය, කුස ජාතක කාව්‍යය, දහම්සොඩ දා කව, සැවුල් සන්දේශය, කොන්ස්තන්තීනු හටන සීතාවක යුගයේ සාහිත්‍යය කෘති ලෙස දැක්විය හැකි ය.",0.07
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.0
ලෝකයේ පවතින සෑම මුහුදකම කොරල් පර වර්ධනය වන්නේ නැත. කොරල් පර වර්ධනය සඳහා සුදුසු විශේෂිත පරිසර පද්ධතියක් ඇති සාගර වල පමණක් කොරල් පර වර්ධය වේ. එම විශේෂිත අවශ්‍යතා මොනවාද යන්න පහත දැක්වේ.,"හලාවත, මීගමුව, මෝදර(කොළඹ), හික්කඩුව, අම්බලන්ගොඩ, කල්පිටිය,බේරුවල, ගාල්ල, මිරිස්ස, තංගල්ල, කිරින්ද, කල්කුඩා(මඩකලපුව), මයිලිඩ්ඩි(පේදුරුතුඩුව), ත්‍රිකුණාමලය.",0.56
මෙම පිපිරීම සිදුකළ එල්ටීටීඊ මරාගෙන මැරෙන බෝම්බකරු පසුව හඳුනාගන්නා ලද අතර ඔහුගේ නම කුලවීරසිංගම් වීරකුමාර් අලියාස් නොහොත් බාබු නම් වේ.,වේස්ට්මිනිස්ටර් විශ්වවිද්‍යාලය(ඉංග්‍රීසි:University of Westminster) යනුඑක්සත් රාජධානියේලන්ඩන්නුවර පිහිටි විශ්වවිද්‍යාලයකි.,0.07
පරිසරය සුරැකීම අප සැමගේ වගකීමකි,ස්වභාවධර්මය ආරක්ෂා කිරීම අප සැමගේ යුතුකමක් වේ,0.8
"මනුෂ්‍ය ලෝකයෙහි මෙවැනි අභාග්‍ය ඉරණමක් කෙනෙකුට අත් විය හැකි බව දැක්වීමය, මගේ අදහස වූයේ. එනම් ජීවිතයෙහි අනිත්‍යය මෙන්හි කිරීමට ප්‍රේක්ෂකයාට තුඩු දීමය. "" (මහාචාර්ය එදිරිවීර සරච්චන්ද්‍ර : මනමේ නාටකය)",1987 ක්‍රිකට් ලෝක කුසලානය (අනුග්‍රාහක හේතූන් මත 1987 රිලයන්ස් කුසලානය ලෙස හැඳින්වේ) සිව්වන ක්‍රිකට් ලෝක කුසලානය විය. එය 1987 ඔක්තෝබර් 8 සිට නොවැම්බර් 8 දක්වා ඉන්දියාවේ සහ පාකිස්තානයේ පැවැත්විණි. එංගලන්තයෙන් පිටතදී පැවැත්වූ පළමු තරඟාවලිය මෙයයි. සියලුම එක්දින තරග සඳහා වර්තමාන ප්‍රමිතිය වන කණ්ඩායමක් ක්‍රීඩා කළ ඕවර ගණන 60 සිට 50 දක්වා අඩු කිරීම හැර 1983 කණ්ඩායම් අටේ ආකෘතිය වෙනස් නොවීය.,0.18
"1. උතුරේ දෙමළ රාජ්‍යයක්‌ පැවතුණි නම් චෝල දේශයේ (තමිල්නාඩුවේ) බදු ගොඩනැඟිලි හා මාලිගා නටබුන්, දේවාල හා කෝවිල්, ගල් කණු , සෙල්ලිපි, මූර්ති හා කැටයම් ආදී පුරාවස්‌තු ද සාහිත්‍ය කෘති ද තිබිය යුතුය . එබඳු කිසිවක්‌ යාපනේ නැත . මන්ත්‍රී මාලිගය සපුමල් කුමරුගේය . නල්ලූර් කෝවිල ඉදිකර වූයේ හයවැනි පැරකුම්බා රජුය .","1. උතුරේ දෙමළ රාජ්‍යයක්‌ පැවතුණි නම් චෝල දේශයේ (තමිල්නාඩුවේ) බදු ගොඩනැඟිලි හා මාලිගා නටබුන්, දේවාල හා කෝවිල්, ගල් කණු , සෙල්ලිපි, මූර්ති හා කැටයම් ආදී පුරාවස්‌තු ද සාහිත්‍ය කෘති ද තිබිය යුතුය . එබඳු කිසිවක්‌ යාපනේ නැත . මන්ත්‍රී මාලිගය සපුමල් කුමරුගේය . නල්ලූර් කෝවිල ඉදිකර වූයේ හයවැනි පැරකුම්බා රජුය .",1.0
