text,label
අන්තර්ජාලකරණයේ මුල්ම බලපෑමක් එල්ල කෙරුෙණ් 2002 ක අැමරිකා එක්සත් ජනපද සෙනෙට් සහික ෙට්රන්ට් ලොට් ට ජාතිවාදී චෝදනා එල්ල වීමත් සමගය,
ලොට් ගේ කේථාව පොදු උත්සවයක දී කෙරුනත් එහි විවාධාත්මක කොටස් පිළිබදව කිසදු ප්රධාන මාද්ය ආයතනයක් අවදානය යොමු නොකල අතර  අන්තර්ජාල වෙබ් අඩවිවල පමණ අවදානය යොමු විය,
මේ නිසා බහුතර නායක තනතුරෙන් ඉවත්වීමට මොහුට සිදුවිය,
පුවත් මැවීමටහැඩ ගැස්වීමට සහ බිදීමට ඇති හැකියාව නිසා 2002 සිට වෙබ් අඩවි වල භුමිකාව අවාදනය දිනා ඇත,
ඉරාක යුද සමයේදී සම්ප්රදායික වම දකුණ දෘෂ්ටියෙන් මිදී මොවුන් පුවත් පත් ඉදිරිහපත් කලහ,
ඇතැම් දේශපාලනඥයන් ඡන්ද අපේක්ෂකයන් ද සිය අදහස් පල කිරීම සදහා වෙබ් අඩවි යොදා ගණී,
මේ නිසා ගැබුරු විශ්ලේෂ සදහා මූලාස්ශ්රයක් බවට වෙබ් අඩවි පත්ව ඇත,
ඉරාක යුද්ධයේ සේවය කල සොල්දාදුවන් ද වෙබ් අඩවි නිර්මාණය කලති,
මෙවෙන වෙබ් අඩවි යුද්ධය පිළිබදව පරස් පර විරෝදි අදහස් ඉදිරිපත් කර ඇත,
අප්රකට  පුවත් වලට ජනතාව වෙත ළංවීම ද ඒවා මුලාස්ශ්රයක් විය,
බෝධි ඝරයක් යනු යම්කිසි බෝධින්වහන්සේ වටා ඉදි වී ඇති ආවරණයක් හෝ ගෘහයක් හෝ වන නිර්මාණයකි,
" ඉතිහාසය 
ශ්රී මහා බෝධිය මෙරටට වැඩමවීමෙන් පසු ඉන් හටගත් අෂ්ටඵල හා දෙස්ඵල බෝධි වෘක්ෂය රටපුරා රෝපණය කෙරිණ",
බෝධි වෘක්ෂයේ ආරක්ෂාවට හා අලංකාරයට මෙන්ම වන්දනාමාන කරන අයගේ පහසුව සඳහාත් බෝධි වෘක්ෂය මැදිකොට ගෘහයක් තනවා ඇත,
පුරාණයේ අනුරාධපුරයේ ජය ශ්රී මහා බෝධිය සඳහාද මෙවන් බෝධිඝරයක්  තනවා තිබුණි,
රජරට ශිෂ්ටාචාර සමයට අයත් කලාත්මකම බෝධිඝරය වනුයේ කුරුණෑගල දිස්ත්රික්කයට අයත් නිල්ලක්කගම බෝධිඝරයයි,
ක්රිස්තු වර්ෂ  571  යනු ජූලියානු දින දසුන ප්රකාර   බ්රහස්පතින්දා දිනයකින් ඇරඹෙන සාමාන්ය අවුරුද්දක්  විය,
මෙම වසර සඳහා 571 යන නාමය භාවිත වීම ඇරඹුනේ මුල් මධ්යතන යුගයේදී වසර නම් කිරීම සඳහා යුරෝපයේ ප්රචලිත භාවයට පත් ක්රමය ලෙසින් ක්රිස්තු වර්ෂ දින දසුන් යුගය ඇරඹීම හා සමගය,
කෝර්චේ ඇල්බේනියාවේ අටවන වැඩිම ජනගහනයක් සහිත නගරය වන අතර කෝර්චේ ප්රාන්තයේ සහ කෝර්චේ මහ නගර සභාවේ ආසනයයි,
නගරයේ මුළු ජනගහනය 51152 ක් වන අතර කෝර්චේ මහ නගර සභාවේ 75994 ක්   මුළු භූමි ප්රමාණය වර්ග කිලෝමීටර 806 කි,
එය මුහුදු මට්ටමේ සිට මීටර් 850 පමණ සානුවක පිහිටා ඇත,
මිරහෝරි පල්ලිය ඇතුළු පැරණි බසාර් ප්රදේශය නගරයේ නාගරික හරය ලෙස සැලකේ,
ඇල්බේනියාවේ වෙළඳපොළ ඉතිහාසයේ පැරණි බසාර් ප්රමුඛ කාර්යභාරයක් ඉටු කර ඇත,
කෝර්චේ යනු නැගෙනහිර ඇල්බේනියාවේ විශාලතම නගරය වන අතර වැදගත් සංස්කෘතික හා කාර්මික මධ්යස්ථානයකි,
බොනෙයාර් යන නම පහත් රට යන අර්ථය ඇති බොනේ යන කැකෙටියෝ වචනයෙන් උපුටා ගත් බව සැලකේ,
මුල් ස්පාඤ්ඤ සහ ලන්දේසීන් එහි අක්ෂර වින්යාසය බොජ්නාජ් සහ බොනෙයාර් ලෙස වෙනස් කළහ,
විවිධ කාලවලදී පැවති ප්රංශ බලපෑම නමේ තේරුම හොඳ වාතය යන උපකල්පනය කිරීමට කිසි විටෙකත් ප්රමාණවත් නොවීය,
සංගුං යනු 5වන ජ්යෙෂ්ඨ මට්ටමේ  නිලධාරිණී තනතුරක් වූ අතර එය කොරියාවේ ජොසොන් රාජවංශයේ ගුංන්යෝ එනම් පරිවාර කාන්තාවකට ලබාගත හැකි උසස්ම තනතුර විය,
මෙම තනතුර සහිත නිලධාරිණියනට මාලිගයේ අභ්යන්තර කටයුතු පාලනය භාර විය,
සාමාන්ය නාඉන්වරියක් වසර 15කට වඩා සේවය කළ විට ඇයට සංගුංවරියන් පළඳින විසිතුරු කොණ්ඩා කටුවක් හිමි වේ,
ඒ නිසා අලුතෙන් පත් වූ සංගුංවරියක් සාමාන්යයෙන් අවුරුදු 3545 පමණ වියැති කාන්තාවෝ වූහ,
සංගුං තනතුරේ පාලිකාවකට විශේෂ වරප්රසාද හිමි ළුූ අතර ඇයට ඇගේම නිවසක් හා සේවිකාවන් හිමි විය,
මෙම තනතුර පළමුව දක්නට ලැබෙන්නේ ගොර්යෝසා  නම් වූ ගෝර්යෝ යුගය පිළිබඳ සඳහන් ග්රන්ථයෙනි,
මෙම ග්රන්ථයේ බෙක්ග්වන්ජි  නැමැති පරිච්ඡේදයේ සියලු නිලධාරී තනතුරු ඇති අතර එහි සංගුං  සංචිම්  සංසික්  සහ වෙනත් සංචිම්  වැනි තනතුරු හ්යොන්ජොං රජුගේ කාලයේ පැවති බව සඳහන් වේ,
මෙම ග්රන්ථයෙහි තවත් තැනක 1031 මාර්තු මාසයේ රජුගේ 22වන වර්ෂයේ හන් පාලිකාව සංගුං තනතුරට පත්කෙරුණු බව සඳහන් වේ,
මෙම වාර්තා මගින් සනාථ වන්නේ සංගුං ක්රමය ගෝර්යෝ යුගයේ සිට පැවත එන බවයි,
නේම්යොංබු විශාල වශයෙන් නේග්වන්   සහ ගුංග්වන්වලට බෙදන ලද්දේ ග්යොංගුක් දේජොන් අනුව ය,
මීට පෙර ගුංග්වන් යන්න රජුගේ උඵබිසෝවරුනට හෝ කිරුළහිමි කුමරුගේ බිසෝවරුනට භාවිත වුව ද අනතුරුව එය මට්ටමක් සහිත නිලධාරිණියනට භාවිත විය,
සංගුංගේ සමාජ තත්ත්වය යැංගින්  පන්තියට අයත් වූ අතර එය නීතිය අනුව නේග්වන්ගෙන් වෙනස් විය,
" සංගුං ප්රභේද 
ජෝජො සංගුං   හෙවත් ක්යුන්බැං සංගුං",
රජුගේ මාලිගයේ සෙසු පරිවාර කතුන් සමග ඔවුන් රජුගේ නියෝග ලබාගත් අතර ඔවුනට දේහපාලන බලතල හිමි විය,
බුජේජො සංගුං   හෙවත් අරිගො සංගුං  මාලිගයේ ගබඩාවන්හි භාණ්ඩ කළමනාකරණය කරන ලදී,
ජිමිල් සංගුං   හෙවත් දේර්යොං සංගුං  රජු සමීපයේ නැවතී සිටින ලදී,
බොමෝ සංගුං   සාහිත්යමය අරුත හෙද සංගුං කුමාරවරුන් සහ කුමරියන් රැකබලා ගන්නා ලදී,
සින්යෝ සංගුං   සාහිත්යම අරුත පරිවාර සේවිකා සංගුං යන්නයි,
මැය ජිමිල් සංගුං හට පොත් සහ උත්සව කටයුතු සඳහා ආධාර කරන ලදී,
ගම්චල් සංගුං   සාහිත්යමය අරුත පරීක්ෂක සංගුං යන්නයි,
" මේවාත් බලන්න 
ගුංන්යෝ
දේ ජං ගුම්
ෂැඩෝස් ඉන් ද පැලස්
කොරියානු රාජමාලිග සූපවේදය


 මූලාශ්ර 

හන් හීසූක්",
ඉන්ටර්නැෂනල් ජර්නල් ඔෆ් කොරියන් හිස්ට්රි 141146 සහ 152153,
20090224 දින මුල් පිටපත  වෙතින් සංරක්ෂණය කරන ලදී,
20011115 දින මුල් පිටපත වෙතින් සංරක්ෂණය කරන ලදී,
සිම්බාබ්වේ විවිධ සංස්කෘතීන් ඇත ෂෝනා විශ්වාසයන් සහ උත්සව ප්රමුඛ වේ,
ෂෝනා ජනයාට බොහෝ ආකාරයේ මූර්ති සහ කැටයම් ඇත,
සිම්බාබ්වේ ප්රථමයෙන් නිදහස සැමරුවේ 1980 අප්රේල් 18 වැනිදාය,
සැමරුම් ජාතික ක්රීඩා පිටියේදී හෝ හරාරේ හි රුෆාරෝ ක්රීඩාංගණයේදී පැවැත්වේ,
පළමු නිදහස් සැමරුම 1980 දී සිම්බාබ්වේ ක්රීඩාංගණයේදී පැවැත්විණි,
මෙම සැමරුම්වලදී සාමය සංකේතවත් කිරීම සඳහා පරෙවියන් මුදා හරිනු ලැබේ ප්රහාරක ජෙට් යානා ඉහළින් පියාසර කරයි ජාතික ගීය ගායනා කරනු ලැබේ,
සිම්බාබ්වේ ජනාධිපති පවුලේ සාමාජිකයන් සහ සන්නද්ධ හමුදා සාමාජිකයන් විසින් පෙළපාළිවලින් පසු ජනාධිපතිවරයා විසින් නිදහසේ ගිනිදැල් දැල්වෙයි,
ක්රීඩාංගනයට පැමිණීමට නොහැකි වූවන් සඳහා රූපවාහිනියෙන් විකාශය වන සිම්බාබ්වේ ජනතාවට ජනාධිපතිවරයා විසින් දේශනයක් ද පවත්වනු ලැබේ,
සිම්බාබ්වේ ජාතික රූ රැජින තරඟයක් ද ඇත මිස් හෙරිටේජ් සිම්බාබ්වේ තරඟය එය 2012 සිට වාර්ෂිකව පවත්වනු ලැබේ,
" කලාව 

සිම්බාබ්වේ සාම්ප්රදායික කලාවන්ට මැටි භාණ්ඩ බාස්කට් රෙදිපිළි ස්වර්ණාභරණ සහ කැටයම් ඇතුළත් වේ",
සුවිශේෂී ගුණාංග අතර සමමිතික රටා වියන ලද කූඩ සහ තනි ලී කැබැල්ලකින් කැටයම් කරන ලද පුටු වේ,
දිගු සංස්කෘතික ඉතිහාසයක් ඇති ෂෝනා මූර්ති 20 වැනි සියවසේ මැද භාගයේදී එහි නවීන ස්වරූපයට පරිණාමය වීමට පටන් ගත් අතර ජාත්යන්තර ජනප්රියත්වය වැඩි විය,
ශෛලීගත පක්ෂීන්ගේ සහ මිනිස් රූපවල කැටයම් කරන ලද බොහෝ විෂයයන් සබන් ගල් වැනි අවසාදිත පාෂාණවලින් මෙන්ම සර්පන්ටයින් සහ දුර්ලභ ගල් වර්ඩයිට් වැනි දැඩි ආග්නේය පාෂාණවලින් සාදා ඇත,
සිම්බාබ්වේ කෞතුක භාණ්ඩ සිංගප්පූරුව චීනය සහ කැනඩාව වැනි රටවල දක්නට ලැබේ,
ෂෝනා මූර්ති යුග ගණනාවක් පුරා නොනැසී පවතින අතර නූතන ශෛලිය යුරෝපීය බලපෑම් සමඟ අප්රිකානු ජනප්රවාදයේ සම්මිශ්රණයකි,
ලෝක ප්රකට සිම්බාබ්වේ මූර්ති ශිල්පීන් අතර නිකලස් නෙස්බට් සහ ඇන්ඩර්සන් මුකොම්බරන්වා ටැප්ෆුමා ගුට්සා හෙන්රි මුන්යාරාඩ්සි සහලොකාර්ඩියා නන්දඩාරිකා ඇතුළත් වේ,
චාල්ස් මුන්ගෝෂි ඉංග්රීසි සහ ෂෝනා භාෂාවෙන් සාම්ප්රදායික කථා ලිවීම සඳහා සිම්බාබ්වේ හි ප්රසිද්ධියක් උසුලන අතර ඔහුගේ කවි සහ පොත් කළු සහ සුදු ප්රජාවන් අතර හොඳින් අලෙවි වී ඇත,
2005 දී ආරම්භ වූ මුගාබේගේ මුඩුක්කු ඉවත් කිරීමේ වැඩසටහන වන මුරම්බට්ස්විනා මෙහෙයුමේදී තම නිවස අහිමි වූ දරුවෙකුගේ ඡායාරූපයකින් නවකතාවට ආභාෂය ලැබී ඇත,
කැපී පෙනෙන සිම්බාබ්වේ කලාකරුවන් අතර හෙන්රි මුඩ්සෙන්ගෙරේරේ සහ නිකොලස් මුකොම්බරන්වා ඇතුළත් වේ,
සිම්බාබ්වේ කලාවේ පුනරාවර්තන තේමාවක් වන්නේ මිනිසා මෘගයා බවට පරිවර්තනය වීමයි,
තෝමස් මැප්ෆුමෝ ඔලිවර් මුතුකුඩ්සි බුන්දු බෝයිස් වැනි සිම්බාබ්වේ සංගීතඥයන් ස්ටෙලා චිවේෂේ ඇලික් මචෙසෝ සහ ඕඩියස් මටාවාරිරා ජාත්යන්තර පිළිගැනීමක් ලබා ඇත,
සුදු සුළුතර ප්රජාවේ සාමාජිකයන් අතර රංග ශාලාවට විශාල අනුගාමික පිරිසක් සිටින අතර බොහෝ නාට්ය සමාගම් සිම්බාබ්වේ නාගරික ප්රදේශවල රඟ දක්වයි,
" ආහාර පිසීම 

බොහෝ අප්රිකානු රටවල මෙන් සිම්බාබ්වේ වැසියන්ගෙන් බහුතරයක් ප්රධාන ආහාර කිහිපයක් මත යැපේ",
බඩ ඉරිඟු ලෙසද හැඳින්වෙන මෑලි කෑම සාඩ්සා හෝ ඉසිට්ස්වල මෙන්ම බෝටා හෝ ඉලඹසි ලෙස හඳුන්වන කැඳ පිළියෙළ කිරීමට භාවිතා කරයි,
සඩ්සා හදන්නේ බඩ ඉරිඟු පිටි වතුරට මිශ්ර කරලා ඝන තලපයක්කැඳක් හදන්න,
තලපය විනාඩි කිහිපයක් පිසූ පසු පේස්ට් එක උකු කිරීම සඳහා තවත් ඉරිඟු පිටි එකතු කරනු ලැබේ,
මෙය සාමාන්යයෙන් දිවා ආහාරය හෝ රාත්රී ආහාරය ලෙස අනුභව කරනු ලැබේ සාමාන්යයෙන් හොදි එළවළු  බෝංචි සහ මස්  වැනි පැති සමඟ,
සඩ්සා පොදුවේ ලැක්ටෝ  ලෙස හඳුන්වනු ලබන කිරි  හෝ වියළි ටැන්ගානිකා සාඩින් දේශීයව කපෙන්ටා හෝ මාටෙම්බා ලෙස හඳුන්වනු ලැබේ,
බොටා යනු තුනී කැඳකි අතිරේක ඉරිඟු පිටිවලින් තොරව පිසූ අතර සාමාන්යයෙන් රටකජු බටර් කිරි බටර් හෝ ජෑම් සමඟ රස කර ඇත,
බොටා සාමාන්යයෙන් උදේ ආහාරය සඳහා අනුභව කරනු ලැබේ,
උපාධි ප්රදානෝත්සව විවාහ මංගල්ය සහ වෙනත් ඕනෑම පවුලේ රැස්වීම් සාමාන්යයෙන් සමරනු ලබන්නේ එළුවෙකු හෝ එළදෙනකු මරා දැමීමෙනි එය පවුලේ අය විසින් බාබකියු කර හෝ පුළුස්සනු ලැබේ,
අප්රිකානුවන් සුදු සුළුතර කණ්ඩායම තුළ කුඩා කණ්ඩායමක්  වුවද අප්රිකානු වට්ටෝරු ජනප්රියයි,
බිල්ටොං ජර්කි වර්ගයක් ජනප්රිය කෙටි ආහාරයක් වන අතර එය සෙවණෙහි වියළීම සඳහා කුළුබඩු සහිත අමු මස් කැබලි එල්ලීමෙන් පිළියෙළ කරනු ලැබේ,
එය දිගු සොසේජස් බොහෝ විට හොඳින් කුළුබඩු සහිත ඌරු මස් වලට වඩා හරක් මස් වලින් සමන්විත වේ සහ බාබකියු කර ඇත,
සිම්බාබ්වේ බ්රිතාන්ය යටත් විජිතයක් වූ නිසා එහි සමහර අය යටත් විජිත යුගයේ ඉංග්රීසි ආහාර පුරුදු අනුගමනය කර ඇත,
නිදසුනක් වශයෙන් බොහෝ මිනිසුන්ට උදේ කැඳ මෙන්ම 10 ට තේ  ඇත,
ඔවුන් දිවා ආහාරය ගනී බොහෝ විට පෙර රාත්රියේ ඉතිරි වූ ආහාර නැවුම්ව පිසූ සැඩ්සා හෝ සැන්ඩ්විච්,
දිවා ආහාරයෙන් පසු සාමාන්යයෙන් 4 ට තේ  රාත්රී ආහාරයට පෙර සේවය කරනු ලැබේ,
රාත්රී ආහාරයෙන් පසු තේ පානය කිරීම සාමාන්ය දෙයක් නොවේ,
බත් පැස්ටා සහ අර්තාපල් පදනම් වූ ආහාර  ද සිම්බාබ්වේ ආහාරවල කොටසක් වේ,
දේශීය ප්රියතම එකක් වන්නේ රටකජු බටර් සමග පිසූ බත් වන අතර එය ඝන හොදි මිශ්ර එළවළු සහ මස් සමඟ ගනු ලැබේ,
නයිමෝ නමින් හඳුන්වන රටකජු මුටකුර නම් සාම්ප්රදායික කෑමක් සාදයි,
" ක්රීඩා 

පාපන්දු සිම්බාබ්වේහි වඩාත්ම ජනප්රිය ක්රීඩාවයි",
වොරියර්ස් පස් වතාවක්  අප්රිකානු කුසලානය සඳහා සුදුසුකම් ලබා ඇති අතර අවස්ථා හයක්  සහ නැගෙනහිර අප්රිකා කුසලානය එක් වරක්  ශූරතාව දිනා ඇත,
ජාතික කණ්ඩායම 1987 සහ 1991 දී රග්බි ලෝක කුසලාන තරඟාවලි 2 කදී රට නියෝජනය කර ඇත,
එය බොහෝ විට සුදු සුළුතරය අතර අනුගාමිකයින් සිටි නමුත් එය මෑතකදී බොහෝ සිම්බාබ්වේ ජාතිකයන් අතර පුළුල් ලෙස ජනප්රිය ක්රීඩාවක් බවට වර්ධනය වී ඇත,
සිම්බාබ්වේ හි කැපී පෙනෙන ක්රිකට් ක්රීඩකයින් අතර ඇන්ඩි ෆ්ලවර් හීත් ස්ට්රීක් සහ බ්රෙන්ඩන් ටේලර් ඇතුළත් වේ,
සිම්බාබ්වේ පොදුරාජ්ය මණ්ඩලීය ක්රීඩා උළෙලේ සහ සමස්ත අප්රිකානු ක්රීඩා උළෙලේ පිහිනුම් ක්රීඩාවේදී හොඳින් දස්කම් දක්වා ඇති අතර කොවෙන්ට්රි විවිධ තරඟවලින් රන් පදක්කම් 11ක් ලබාගෙන ඇත,
සිම්බාබ්වේ විම්බල්ඩන් සහ ඩේවිස් කුසලාන ටෙනිස් තරඟ සඳහා තරඟ කර ඇත විශේෂයෙන් වේන් බ්ලැක් බයිරන් බ්ලැක් සහ කාරා බ්ලැක්ගෙන් සමන්විත බ්ලැක් පවුල සමඟ,
සිම්බාබ්වේ ජාතික නික් ප්රයිස් අප්රිකාවේ ඕනෑම ක්රීඩකයෙකුට වඩා නිල ලෝක අංක 1 ගොල්ෆ් තත්ත්වය හිමිකරගෙන සිටියේය,
සිම්බාබ්වේ හි ක්රීඩා කරන අනෙකුත් ක්රීඩා වන්නේ පැසිපන්දු වොලිබෝල් නෙට්බෝල් සහ වෝටර් පෝලෝ මෙන්ම ස්කොෂ් මෝටර් ක්රීඩා සටන් කලාව චෙස් බයිසිකල් පැදීම පොලොක්රොස් කයාකිං සහ අශ්ව රේසිං ය,
කෙසේ වෙතත් මෙම ක්රීඩා බොහොමයකට ජාත්යන්තර නියෝජිතයන් නොමැති නමුත් ඒ වෙනුවට කනිෂ්ඨ හෝ ජාතික මට්ටමේ රැඳී සිටියි,
සිම්බාබ්වේ වෘත්තීය රග්බි ලීග් ක්රීඩකයන් වන්නේ එතෙර ක්රීඩා කරන මැසිම්බාෂේ මොටොන්ගෝ සහ ජුදා මැසිව්,
සිම්බාබ්වේ ක්රීඩක සැම්සන් මුරිපෝ 2009 වසරේ ජපානයේ ඔසාකාහිදී කියෝකුෂින් ලෝක ශූරයා වීමත් සමඟ සිම්බාබ්වේ කරාතේ ක්රීඩාව සාර්ථක වී ඇත,
මුරිපෝ දෙවතාවක් ලෝක කියෝකුෂි කරාටේ ශූරයා වූ අතර ලෝක කියෝකුෂින් කරාටේ ශූරයා වූ ප්රථම කළු අප්රිකානු ජාතිකයා ද විය,
" මාධ්ය 
2002 සහ 2008 අතර ආර්ථික හා දේශපාලන අර්බුදය තුළ රජය විසින් දැඩි සීමා කිරීම්වලට ලක් වූ සිම්බාබ්වේ මාධ්ය දැන් නැවත වරක් විවිධ වේ",
සිම්බාබ්වේ ආණ්ඩුක්රම ව්යවස්ථාවෙන් මාධ්ය නිදහස සහ අදහස් ප්රකාශ කිරීමට පොරොන්දු වේ,
2013 නව මාධ්ය සහ ප්රවෘත්ති අමාත්යවරයෙකු පත්කිරීමෙන් පසු මාධ්ය දේශපාලන මැදිහත්වීම් වලට මුහුණ දෙන්නේ අඩුවෙන් වන අතර ශ්රේෂ්ඨාධිකරණය විසින් දැඩි මාධ්ය නීතිවල සමහර කොටස් ව්යවස්ථා විරෝධී ලෙස තීන්දු කර ඇත,
සිම්බාබ්වේ මාධ්ය තොරතුරු සහ ප්රචාරක අමාත්යාංශය ප්රකාශ කළේ සිම්බාබ්වේ රජය කිසිවිටකත් සිම්බාබ්වේ තුළ නීත්යානුකූල ක්රියාකාරකම් සිදු කිරීම බීබීසීයට තහනම් නොකළ බවයි,
2010 දී සිම්බාබ්වේ මාධ්ය කොමිසම ස්ථාපිත කරන ලද්දේ බලය බෙදාගැනීමේ රජය විසිනි,
2010 මැයි මාසයේදී කොමිෂන් සභාව විසින් කලින් තහනම් කරන ලද ඩේලි නිවුස් ඇතුළු පුද්ගලික පුවත්පත් තුනකට ප්රකාශනය සඳහා බලපත්ර ලබා දෙන ලදී,
දේශසීමා රහිත වාර්තාකරුවන් මෙම තීරණ විස්තර කළේ ප්රධාන දියුණුවක් ලෙසය,
ප්රධාන වශයෙන් ප්රකාශිත පුවත්පත් වන්නේ ද හෙරල්ඩ් සහ ද ක්රොනිකල් වන අතර ඒවා පිළිවෙලින් හරාරේ සහ බුලවායෝ හි මුද්රණය කෙරේ,
එහි ප්රතිඵලයක් වශයෙන් පිටුවහල් කරන ලද සිම්බාබ්වේ ජාතිකයන් විසින් අසල්වැසි සහ බටහිර රටවල බොහෝ පුවත්පත් සංවිධාන පිහිටුවා ඇත,
අන්තර්ජාලය සීමා රහිත බැවින් බොහෝ සිම්බාබ්වේ වැසියන් පිටුවහල් කරන ලද මාධ්යවේදීන් විසින් පිහිටුවන ලද අන්තර්ජාල පුවත් වෙබ් අඩවි වෙත ප්රවේශ වීමට අවසර ඇත,
වෙනත් බටහිර රටවල සහ දකුණු අප්රිකාවේ ප්රවෘත්ති ඒජන්සි සහ පුවත්පත් ද රටින් තහනම් කර ඇත,
" ජාතික සංකේත 

ගල් කැටයම් කළ සිම්බාබ්වේ කුරුල්ලා සිම්බාබ්වේ සහ රොඩේෂියා යන දෙරටේම ජාතික ධජවල සහ ලාංඡනවල මෙන්ම මුදල් නෝට්ටු සහ කාසිවල  දිස්වේ",
එය බොහෝ විට බැටලූර් රාජාලියා හෝ අප්රිකානු මාළු රාජාලියා නියෝජනය කරයි,
පුරාණ සිම්බාබ්වේ නගරයේ බිත්ති සහ ඒකලිත මත සුප්රසිද්ධ සබන් ගල් කුරුළු කැටයම් පිහිටා ඇත,
සමතුලිත පාෂාණ යනු සිම්බාබ්වේ පුරා ඇති භූගෝලීය සැකැස්මයි,
වෙනත් ආධාරක නොමැතිව පාෂාණ පරිපූර්ණ ලෙස සමතුලිත වේ,
පෞරාණික ග්රැනයිට් ආක්රමණයන් කාලගුණයට නිරාවරණය වන විට ඒවා නිර්මාණය වන්නේ ඒවා වටා ඇති මෘදු පාෂාණ ඛාදනය වන බැවිනි,
ඒවා සිම්බාබ්වේ සහ රොඩේසියානු ඩොලර් මුදල් නෝට්ටු දෙකෙහිම නිරූපණය කර ඇත,
සිම්බාබ්වේ හි වත්මන් නෝට්ටු වල ඇති මුදල් නෝට්ටු පාෂාණ ලෙස නම් කර ඇති ඒවා හරාරේ සිට ආසන්න වශයෙන් කිලෝ මීටර 14  ගිනිකොන දෙසින් එප්වර්ත් හි පිහිටා ඇත,
පාෂාණ තුනක හෝ වැඩි ගණනක තනි සහ යුගල තීරු ඇතුළත් වන පාෂාණවල විවිධ සංයුතීන් ඇත,
මෙම ආකෘතීන් උතුරු දකුණු අප්රිකාවේ සිට උතුරට සුඩානය දක්වා දකුණු හා නැගෙනහිර නිවර්තන අප්රිකාවේ ලක්ෂණයකි,
සිම්බාබ්වේ හි වඩාත් කැපී පෙනෙන සංයුති පිහිටා ඇත්තේ මාටබෙල්ලන්ඩ් හි මතෝබෝ ජාතික වනෝද්යානයේ ය,
එය පැහැදිලිවම සිම්බාබ්වේ ගීතයක් ලෙස ඉෂේ කොම්බොරේරා අප්රිකාව වෙනුවට ජාතික මට්ටමේ තරඟයකින් පසුව 1994 මාර්තු මාසයේදී හඳුන්වා දෙන ලදී,
ජයග්රාහී ප්රවේශය වූයේ මහාචාර්ය සොලමන් මුට්ස්වයිරෝ විසින් රචනා කරන ලද සහ ෆ්රෙඩ් චංගුන්දේගා විසින් රචනා කරන ලද ගීතයකි,
එය සිම්බාබ්වේ ප්රධාන භාෂා තුනටම පරිවර්තනය කර ඇත,
චීනයේ පිහිටි යැංසි ගඟ ආසියාවේ දිගම ගඟ වන අතර ලොව තුන්වැනියට දිගම ගඟ ද වේ,
පළමු සහ දෙවැනි තැන් ගන්නේ නයිල් ගඟ සහ ඇමසන් ගඟ යි,
යැංසි ගඟ කිලෝමීටර් 6300ක  දිගින් යුක්ත වන අතර චීනයේ බටහිර කොටසේ පිහිටි කිංහයි පළාතෙන් පටන් ගෙන ෂැංහයි නගරයෙන් නැගෙනහිර චීන මුහුදට වැටෙයි,
චීනයේ උතුරු සහ දකුණු කොටස් වෙන් කරන ගඟ ලෙස යැංසි ගඟ සැළකෙයි,
හොවැං හෝ ගඟ සහ යැංසි ගඟ චීන ශිෂ්ඨාචාරයේ වැදගත්ම ගංගා දෙක විය,
ඉංග්රීසි ජාතික භෞතික විද්යාඥයෙකු ගණිතඥයකු තාරකා විද්යාඥයෙකු ස්වභාවික දර්ශනවාදියෙකු  හා ආගමික මතවාදියෙකු විය,
එසේම එදා මෙදා තුර බිහිවූ විශිෂ්ටතම සහ ඉතා වැදගත් විද්යාඥයකු ලෙසින් මොහුව සලකයි,
ඔහු විසින් 1687 පළ කළ  ග්රන්ථය විද්යාත්මක චින්තනයට අද දක්වාම වැදගත්ම දායකත්වය දැක්වූ තනි ග්රන්ථය ලෙස සැලකේ,
යාන්ත්ර විද්යාවේ දී කෝණික ගම්යතාවය හා ගම්යතා සංස්ථිතිය පිළිබද නියමයන් නිව්ටන් විසින් පැහැදිලිව ප්රකාශයට පත් කරන ලදී,
තවද ඔහු ප්රත්යක්ෂ මූල සිසිලන නියමය ගොඩනැගූ අතර ශබ්දයේ වේගය පිළිබදව ද අධ්යයනය කළේය,
ගණිතයේ දී කලනය සංකල්ප ගොඩනැගීමේ ගෞරවය නිව්ටන් හා ගොට්ෆ්රිඩ් ලිබ්නිට්ස්  අතර බෙදී යයි,
2005 වසරේ රාජකීය සංගමය විසින් පැවැත්වූ සමීක්ෂණයකට අනුව විද්යාවේ ඉතිහාසය කෙරෙහි නිව්ටන්ගේ බලපෑම ඇල්බට් අයින්ස්ටයින්ගේ බලපෑමට බොහෝ සෙයින් වැඩි බව ජනතාව අදහස් කරන බව හෙළි විය,
නිව්ටන් සාම්ප්රධායික ක්රිස්තියානුවෙක් නොවුනත් දැඩි සේ ආගමික ජීවිතයක් ගතකලේය,
එහෙයින්ම ඔහු ගුප්ත දේ සම්බන්ධයෙන් කල හැදෑරීම් සුඵ පටු නොවේ,
ඔහු අප්රසිද්ධවම ත්රිත්වවාදය සහ දේවගැතිධූරයේ පැවැත්ම ප්රතික්ෂේප කලේය,
රාජකීය මුදල් නිර්මාණය කිරීමේ සංගමයේ බලවත්ම ධූරය හෙබවූ නිව්ටන් මුදල් වශයෙන් රන්කාසි භාවිත කිරීමේ ක්රමය බ්රිතාන්යයට හඳුන්වාදීය,
